transaction_id,customer_id,transaction_timestamp,transaction_amount,payment_method,device_type,location,merchant_category,is_international,transaction_frequency_24h,avg_transaction_amount_7d,failed_transaction_count_24h,account_age_days,previous_fraud_flag,unusual_amount_flag,unusual_location_flag,multiple_transactions_short_time,high_risk_device_flag,velocity_flag,fraud_flag,fraud_risk
T0043044,C11295,2026-02-25 19:56:24.561329,169.63,Credit Card,Desktop,India,Luxury,1,6,143.95,1,718,0,0,1,0,0,0,0,Low
T0043045,C10942,2026-02-18 19:56:24.561349,51.87,Credit Card,Desktop,USA,Gaming,1,13,82.92,4,1824,1,0,1,1,0,1,1,High
T0043046,C24695,2025-08-05 19:56:24.561367,80.77,Debit Card,Mobile,UK,Gaming,0,2,136.66,1,872,0,0,0,0,1,0,0,Low
T0043047,C08497,2025-07-23 19:56:24.561388,43.49,Google Pay,Mobile,Australia,Electronics,1,12,164.2,2,1921,1,0,1,1,1,1,1,High
T0043048,C14050,2026-02-06 19:56:24.561408,47.6,Debit Card,Desktop,Germany,Gaming,0,3,153.68,0,1009,1,0,0,0,0,0,0,Low
T0043049,C22085,2025-12-01 19:56:24.561427,36.69,PayPal,Mobile,USA,Electronics,0,1,46.91,0,738,0,0,0,0,0,0,0,Low
T0043050,C01495,2025-06-02 19:56:24.561446,46.14,Apple Pay,Desktop,Australia,Travel,0,2,129.25,3,1731,1,0,0,0,0,0,0,Medium
T0043051,C10131,2026-03-01 19:56:24.561464,54.58,PayPal,Desktop,USA,Groceries,0,6,139.08,1,1201,0,0,0,0,0,0,0,Low
T0043052,C18665,2025-07-16 19:56:24.561483,277.94,PayPal,Mobile,Australia,Travel,1,13,170.64,1,1369,1,0,1,1,0,1,1,High
T0043053,C27463,2025-12-06 19:56:24.561502,399.0,Debit Card,Tablet,USA,Gaming,0,7,144.74,0,215,0,1,0,0,0,0,0,Low
T0043054,C18232,2025-08-18 19:56:24.561521,94.29,Apple Pay,Desktop,UK,Groceries,1,14,91.01,1,1329,1,0,1,1,0,1,1,High
T0043055,C18604,2025-07-07 19:56:24.561540,9.18,Debit Card,Desktop,Germany,Electronics,0,10,36.61,1,246,0,0,0,1,0,0,0,Low
T0043056,C09923,2025-05-01 19:56:24.561561,56.3,Google Pay,Tablet,India,Fashion,0,1,86.57,1,1533,0,0,0,0,0,0,0,Low
T0043057,C20081,2026-04-27 19:56:24.561580,109.54,Credit Card,Tablet,Canada,Gaming,1,11,193.51,4,264,1,0,1,1,0,1,1,High
T0043058,C04135,2026-04-02 19:56:24.561605,141.78,PayPal,Desktop,USA,Travel,1,1,178.57,1,207,0,0,1,0,0,0,0,Low
T0043059,C18127,2026-02-11 19:56:24.561633,156.0,PayPal,Mobile,Germany,Luxury,1,8,43.96,0,1642,1,1,1,0,1,0,1,High
T0043060,C05238,2025-10-26 19:56:24.561654,55.92,Debit Card,Mobile,India,Groceries,1,14,49.27,4,1975,0,0,1,1,0,1,1,Medium
T0043061,C08862,2025-12-24 19:56:24.561673,258.99,Apple Pay,Tablet,Germany,Groceries,0,14,42.03,1,1060,1,1,0,1,0,1,1,High
T0043062,C19861,2025-11-22 19:56:24.561705,3.35,Apple Pay,Mobile,Canada,Fashion,0,7,23.08,1,1626,1,0,0,0,1,0,0,Medium
T0043063,C10279,2025-11-09 19:56:24.561732,34.46,Google Pay,Tablet,Australia,Gaming,1,5,46.11,3,151,1,0,1,0,0,0,1,Medium
T0043064,C02996,2025-11-23 19:56:24.561762,118.17,Apple Pay,Tablet,Canada,Luxury,1,5,59.16,2,229,0,0,1,0,0,0,0,Low
T0043065,C12469,2025-11-07 19:56:24.561787,158.86,Apple Pay,Tablet,Germany,Groceries,1,11,154.32,0,963,1,0,1,1,0,1,1,Medium
T0043066,C05024,2026-03-18 19:56:24.561807,55.44,PayPal,Mobile,Canada,Luxury,0,8,196.73,0,1266,0,0,0,0,0,0,0,Low
T0043067,C10665,2025-05-27 19:56:24.561826,258.23,Apple Pay,Mobile,India,Fashion,1,3,155.38,0,1303,1,0,1,0,0,0,0,Medium
T0043068,C29996,2025-11-08 19:56:24.561845,114.34,Apple Pay,Mobile,Australia,Groceries,1,4,139.15,0,1937,1,0,1,0,0,0,0,Medium
T0043069,C24752,2025-05-24 19:56:24.561865,543.79,Debit Card,Mobile,UK,Luxury,1,11,194.83,0,429,1,1,1,1,1,1,1,High
T0043070,C25061,2025-06-14 19:56:24.561884,18.3,Credit Card,Desktop,UK,Fashion,0,5,26.77,0,1996,1,0,0,0,0,0,0,Low
T0043071,C05586,2026-01-02 19:56:24.561903,301.84,Google Pay,Desktop,Germany,Electronics,1,4,143.49,0,1204,1,1,1,0,0,0,1,Medium
T0043072,C24440,2025-11-26 19:56:24.561923,19.82,Credit Card,Desktop,Australia,Groceries,1,2,137.16,0,1904,1,0,1,0,0,0,0,Medium
T0043073,C08384,2026-01-19 19:56:24.561941,21.17,Debit Card,Desktop,Australia,Electronics,1,12,93.87,1,1001,0,0,1,1,0,1,1,Medium
T0043074,C25427,2026-01-07 19:56:24.561963,71.0,Apple Pay,Desktop,India,Electronics,0,12,186.9,3,1367,1,0,0,1,0,1,1,Medium
T0043075,C10024,2026-01-30 19:56:24.561984,27.53,Google Pay,Tablet,Australia,Travel,1,14,79.11,1,934,0,0,1,1,0,1,1,Medium
T0043076,C15606,2025-08-29 19:56:24.562003,71.56,PayPal,Mobile,Canada,Electronics,0,12,138.79,3,1372,0,0,0,1,0,1,0,Medium
T0043077,C20556,2025-09-07 19:56:24.562022,42.14,Debit Card,Tablet,Australia,Electronics,0,3,104.56,1,1553,0,0,0,0,0,0,0,Low
T0043078,C04481,2025-05-30 19:56:24.562043,66.2,Apple Pay,Desktop,Germany,Groceries,1,13,139.76,1,595,0,0,1,1,0,1,1,Medium
T0043079,C26554,2025-08-26 19:56:24.562062,222.23,Debit Card,Desktop,USA,Electronics,1,5,80.1,4,274,1,1,1,0,0,0,1,High
T0043080,C06542,2025-09-12 19:56:24.562092,322.26,Apple Pay,Desktop,Germany,Gaming,0,1,59.95,1,1626,0,1,0,0,0,0,0,Low
T0043081,C03135,2025-06-02 19:56:24.562116,2.56,PayPal,Mobile,Canada,Electronics,0,2,62.26,0,1102,1,0,0,0,1,0,0,Low
T0043082,C02394,2025-09-08 19:56:24.562139,72.06,PayPal,Mobile,Canada,Groceries,0,2,115.39,2,1366,0,0,0,0,0,0,0,Low
T0043083,C16252,2025-09-10 19:56:24.562159,253.42,Credit Card,Tablet,Germany,Travel,1,6,85.06,3,1514,0,1,1,0,0,0,1,Medium
T0043084,C09629,2025-10-07 19:56:24.562203,79.27,Google Pay,Tablet,Canada,Fashion,0,6,45.37,0,940,0,0,0,0,0,0,0,Low
T0043085,C26965,2025-05-11 19:56:24.562228,1.36,PayPal,Tablet,UK,Gaming,0,6,147.81,3,1009,0,0,0,0,0,0,0,Low
T0043086,C05203,2026-03-17 19:56:24.562246,55.1,PayPal,Mobile,Germany,Luxury,0,2,119.34,4,1196,0,0,0,0,1,0,0,Low
T0043087,C03491,2026-03-10 19:56:24.562270,67.83,Credit Card,Desktop,UK,Luxury,0,1,121.29,4,1172,1,0,0,0,0,0,0,Medium
T0043088,C24797,2026-04-07 19:56:24.562290,25.98,Google Pay,Mobile,Canada,Travel,0,9,177.22,1,1314,1,0,0,1,0,0,0,Medium
T0043089,C04527,2025-05-04 19:56:24.562308,81.05,Debit Card,Desktop,Australia,Luxury,1,5,28.63,3,394,1,1,1,0,0,0,1,High
T0043090,C20015,2025-06-20 19:56:24.562327,15.17,Credit Card,Tablet,USA,Fashion,1,13,118.1,0,1090,1,0,1,1,0,1,1,Medium
T0043091,C20028,2026-01-25 19:56:24.562347,195.22,Credit Card,Desktop,UK,Groceries,0,13,158.79,4,1469,1,0,0,1,0,1,1,Medium
T0043092,C01391,2025-09-08 19:56:24.562365,11.7,Apple Pay,Mobile,Canada,Electronics,1,12,170.02,3,751,1,0,1,1,1,1,1,High
T0043093,C05971,2025-06-20 19:56:24.562388,431.59,Debit Card,Desktop,Germany,Luxury,1,7,158.4,3,1102,0,1,1,0,0,0,1,Medium
T0043094,C06899,2025-10-26 19:56:24.562407,326.58,PayPal,Desktop,UK,Luxury,0,9,124.82,1,1955,1,1,0,1,0,0,1,Medium
T0043095,C12426,2025-05-27 19:56:24.562426,255.18,Credit Card,Desktop,Germany,Luxury,0,14,155.29,2,309,1,0,0,1,0,1,1,Medium
T0043096,C06528,2025-05-25 19:56:24.562444,150.1,Apple Pay,Desktop,Germany,Groceries,0,8,103.86,2,1922,0,0,0,0,0,0,0,Low
T0043097,C26731,2025-08-17 19:56:24.562463,410.72,Debit Card,Mobile,Canada,Gaming,1,3,94.07,2,188,1,1,1,0,1,0,1,High
T0043098,C29615,2025-10-06 19:56:24.562481,86.49,Google Pay,Desktop,UK,Gaming,0,11,61.68,0,607,0,0,0,1,0,1,0,Low
T0043099,C01156,2025-11-08 19:56:24.562509,90.02,PayPal,Tablet,Germany,Fashion,1,8,158.83,2,515,0,0,1,0,0,0,0,Low
T0043100,C01901,2025-09-12 19:56:24.562529,244.02,Apple Pay,Tablet,India,Groceries,0,13,184.71,3,484,0,0,0,1,0,1,0,Medium
T0043101,C29699,2026-04-15 19:56:24.562548,83.11,Credit Card,Tablet,Germany,Electronics,0,2,65.1,2,1192,0,0,0,0,0,0,0,Low
T0043102,C18806,2026-03-08 19:56:24.562572,138.01,PayPal,Tablet,USA,Gaming,1,6,80.76,2,1727,0,0,1,0,0,0,0,Low
T0043103,C06222,2026-02-19 19:56:24.562592,156.85,Credit Card,Desktop,India,Luxury,0,12,38.66,3,100,1,1,0,1,0,1,1,High
T0043104,C07358,2025-05-28 19:56:24.562611,16.3,PayPal,Desktop,USA,Gaming,0,13,123.92,4,520,0,0,0,1,0,1,0,Medium
T0043105,C25466,2025-09-16 19:56:24.562631,68.4,PayPal,Tablet,USA,Gaming,1,9,187.57,3,1393,1,0,1,1,0,0,1,High
T0043106,C12180,2025-12-31 19:56:24.562650,91.12,Google Pay,Desktop,UK,Electronics,1,7,173.97,1,209,1,0,1,0,0,0,1,Medium
T0043107,C05552,2026-02-08 19:56:24.562678,459.96,Debit Card,Mobile,Germany,Electronics,1,5,93.18,0,1260,1,1,1,0,0,0,1,Medium
T0043108,C04938,2026-03-15 19:56:24.562712,111.43,PayPal,Tablet,Germany,Luxury,1,9,34.43,1,1425,0,1,1,1,0,0,1,Medium
T0043109,C27586,2025-05-25 19:56:24.562732,440.68,PayPal,Tablet,USA,Travel,1,2,166.94,0,779,0,1,1,0,0,0,0,Medium
T0043110,C15531,2025-07-10 19:56:24.562757,104.09,PayPal,Tablet,USA,Luxury,0,1,57.93,4,1553,0,0,0,0,0,0,0,Low
T0043111,C16397,2025-12-30 19:56:24.562790,307.99,Credit Card,Mobile,Canada,Travel,0,8,57.27,3,1943,1,1,0,0,0,0,1,Medium
T0043112,C01308,2025-08-25 19:56:24.562811,238.0,Debit Card,Desktop,Australia,Electronics,0,6,22.22,2,660,1,1,0,0,0,0,1,Medium
T0043113,C02778,2025-05-02 19:56:24.562830,52.93,PayPal,Mobile,Australia,Groceries,1,7,170.62,4,284,0,0,1,0,1,0,1,Medium
T0043114,C21898,2025-12-16 19:56:24.562849,7.06,Debit Card,Mobile,UK,Groceries,0,5,138.01,3,1651,0,0,0,0,0,0,0,Low
T0043115,C29315,2025-12-06 19:56:24.562868,101.0,Credit Card,Mobile,Germany,Electronics,1,5,160.22,0,969,0,0,1,0,1,0,0,Low
T0043116,C13600,2026-02-27 19:56:24.562887,46.6,PayPal,Mobile,India,Fashion,1,11,82.04,2,765,1,0,1,1,0,1,1,High
T0043117,C16842,2025-09-24 19:56:24.562906,102.17,PayPal,Mobile,India,Fashion,1,14,76.63,0,1749,1,0,1,1,0,1,1,Medium
T0043118,C21493,2025-09-27 19:56:24.562925,327.01,Debit Card,Mobile,Australia,Luxury,1,7,90.07,4,1206,1,1,1,0,0,0,1,High
T0043119,C28731,2026-04-20 19:56:24.562944,12.72,Credit Card,Mobile,USA,Groceries,1,1,130.31,0,813,0,0,1,0,0,0,0,Low
T0043120,C21139,2025-12-24 19:56:24.562966,17.86,Google Pay,Tablet,India,Luxury,0,4,106.23,1,774,1,0,0,0,0,0,0,Low
T0043121,C15009,2026-02-27 19:56:24.562985,293.38,PayPal,Desktop,India,Groceries,1,12,60.23,1,1883,1,1,1,1,0,1,1,High
T0043122,C27907,2025-05-12 19:56:24.563003,44.92,Debit Card,Mobile,UK,Groceries,0,3,117.24,0,1249,0,0,0,0,0,0,0,Low
T0043123,C15146,2025-06-07 19:56:24.563021,25.28,Google Pay,Tablet,USA,Groceries,1,2,121.35,0,1012,1,0,1,0,0,0,0,Medium
T0043124,C06845,2026-04-25 19:56:24.563039,54.22,Debit Card,Desktop,USA,Travel,1,2,109.36,2,1707,1,0,1,0,0,0,1,Medium
T0043125,C24066,2025-11-10 19:56:24.563057,30.85,Debit Card,Tablet,Australia,Travel,0,7,72.88,2,963,0,0,0,0,0,0,0,Low
T0043126,C15893,2025-07-17 19:56:24.563076,2.18,Apple Pay,Mobile,Canada,Electronics,1,3,22.86,3,288,1,0,1,0,1,0,1,High
T0043127,C15163,2025-09-14 19:56:24.563096,348.49,Debit Card,Desktop,USA,Groceries,0,3,102.32,3,143,1,1,0,0,0,0,1,Medium
T0043128,C19721,2025-08-15 19:56:24.563114,42.42,Credit Card,Desktop,USA,Travel,1,9,46.52,0,1003,1,0,1,1,0,0,1,Medium
T0043129,C23971,2026-02-17 19:56:24.563139,14.91,Debit Card,Mobile,USA,Gaming,1,7,40.85,4,1604,1,0,1,0,0,0,1,Medium
T0043130,C09939,2025-05-27 19:56:24.563172,20.22,Apple Pay,Mobile,Australia,Travel,0,9,166.5,1,927,0,0,0,1,0,0,0,Low
T0043131,C25212,2025-09-17 19:56:24.563192,117.6,Credit Card,Desktop,UK,Electronics,1,13,71.76,4,1860,1,0,1,1,0,1,1,High
T0043132,C29401,2025-10-06 19:56:24.563211,94.38,Credit Card,Desktop,Germany,Gaming,0,2,140.14,3,856,1,0,0,0,0,0,0,Medium
T0043133,C11256,2026-04-11 19:56:24.563229,187.45,Google Pay,Tablet,UK,Electronics,1,8,78.55,1,1114,0,1,1,0,0,0,1,Medium
T0043134,C25835,2026-03-17 19:56:24.563255,45.9,Apple Pay,Mobile,Germany,Gaming,0,3,54.55,2,37,1,0,0,0,0,0,0,Low
T0043135,C09668,2025-07-24 19:56:24.563279,143.61,Apple Pay,Mobile,Canada,Fashion,0,13,130.93,4,811,1,0,0,1,0,1,1,Medium
T0043136,C23585,2025-07-20 19:56:24.563298,47.94,PayPal,Desktop,Germany,Groceries,1,14,135.14,1,534,1,0,1,1,0,1,1,High
T0043137,C21254,2026-01-18 19:56:24.563327,74.44,Apple Pay,Mobile,India,Gaming,0,5,107.47,1,1973,0,0,0,0,1,0,0,Low
T0043138,C21198,2025-05-30 19:56:24.563350,14.09,Debit Card,Mobile,India,Travel,0,2,108.94,1,286,0,0,0,0,0,0,0,Low
T0043139,C01511,2026-03-05 19:56:24.563371,34.59,Debit Card,Mobile,Canada,Fashion,1,12,161.08,2,1052,1,0,1,1,0,1,1,High
T0043140,C19451,2025-05-06 19:56:24.563390,57.08,Credit Card,Mobile,India,Groceries,0,10,71.08,2,625,0,0,0,1,0,0,0,Low
T0043141,C29144,2026-02-11 19:56:24.563408,407.79,Debit Card,Mobile,India,Electronics,1,9,161.24,0,768,0,1,1,1,0,0,1,Medium
T0043142,C10253,2025-08-21 19:56:24.563427,122.95,PayPal,Desktop,Germany,Electronics,1,10,45.73,2,1020,0,1,1,1,0,0,1,Medium
T0043143,C16179,2025-06-24 19:56:24.563445,215.21,Debit Card,Desktop,Canada,Fashion,0,3,138.64,0,947,1,0,0,0,0,0,0,Low
T0043144,C24294,2025-12-19 19:56:24.563463,0.19,Credit Card,Mobile,Canada,Electronics,1,10,189.86,3,1111,1,0,1,1,0,0,1,High
T0043145,C05010,2025-09-21 19:56:24.563481,166.22,PayPal,Tablet,USA,Luxury,0,8,44.03,1,1625,0,1,0,0,0,0,0,Low
T0043146,C13713,2025-10-28 19:56:24.563500,30.42,Apple Pay,Mobile,Australia,Electronics,1,7,75.87,4,1384,1,0,1,0,0,0,1,Medium
T0043147,C14673,2025-10-15 19:56:24.563518,9.83,PayPal,Mobile,Germany,Gaming,0,2,102.27,3,1703,0,0,0,0,0,0,0,Low
T0043148,C17492,2025-09-18 19:56:24.563539,158.26,Apple Pay,Tablet,Germany,Travel,1,9,155.22,3,196,1,0,1,1,0,0,1,High
T0043149,C20443,2026-04-15 19:56:24.563559,71.81,PayPal,Mobile,USA,Luxury,0,5,130.25,2,478,1,0,0,0,1,0,0,Medium
T0043150,C08514,2025-10-03 19:56:24.563577,7.39,Credit Card,Tablet,Australia,Luxury,0,6,100.22,4,13,1,0,0,0,0,0,0,Medium
T0043151,C09260,2025-05-17 19:56:24.563600,129.08,Debit Card,Mobile,Canada,Fashion,1,3,100.86,2,1475,0,0,1,0,0,0,0,Low
T0043152,C06406,2026-03-11 19:56:24.563619,119.32,Credit Card,Mobile,Germany,Electronics,0,11,116.28,1,1898,0,0,0,1,0,1,0,Low
T0043153,C27831,2025-05-19 19:56:24.563638,125.04,Apple Pay,Desktop,UK,Groceries,1,6,176.47,0,1089,1,0,1,0,0,0,0,Medium
T0043154,C01655,2025-08-11 19:56:24.563657,153.68,PayPal,Desktop,India,Groceries,0,9,37.14,4,1536,0,1,0,1,0,0,1,Medium
T0043155,C21500,2025-11-08 19:56:24.563676,127.79,Credit Card,Tablet,UK,Luxury,0,9,163.72,3,207,0,0,0,1,0,0,0,Low
T0043156,C21486,2025-09-22 19:56:24.563694,72.47,PayPal,Tablet,Australia,Electronics,0,1,40.79,3,1136,0,0,0,0,0,0,0,Low
T0043157,C27900,2025-11-22 19:56:24.563714,177.24,Debit Card,Tablet,Australia,Fashion,1,8,190.31,0,1038,0,0,1,0,0,0,0,Low
T0043158,C25498,2025-08-14 19:56:24.563734,42.56,Apple Pay,Desktop,Canada,Fashion,1,3,102.39,4,995,1,0,1,0,0,0,1,Medium
T0043159,C02342,2025-06-15 19:56:24.563765,51.79,Apple Pay,Mobile,India,Groceries,1,6,83.19,1,797,0,0,1,0,0,0,0,Low
T0043160,C16879,2025-12-07 19:56:24.563787,77.15,PayPal,Desktop,Canada,Fashion,1,1,161.21,4,677,1,0,1,0,0,0,1,Medium
T0043161,C16883,2026-01-09 19:56:24.563806,146.88,Google Pay,Mobile,Canada,Electronics,0,13,134.15,4,1082,0,0,0,1,0,1,0,Medium
T0043162,C12834,2026-02-06 19:56:24.563831,14.15,Credit Card,Mobile,Australia,Travel,0,11,53.21,4,402,1,0,0,1,0,1,1,Medium
T0043163,C24412,2026-01-27 19:56:24.563866,347.72,Google Pay,Desktop,UK,Gaming,0,14,199.9,2,398,1,0,0,1,0,1,1,Medium
T0043164,C07684,2025-11-01 19:56:24.563885,18.14,Apple Pay,Tablet,USA,Electronics,1,3,90.29,3,1181,0,0,1,0,0,0,0,Medium
T0043165,C04039,2025-10-09 19:56:24.563905,61.78,Apple Pay,Desktop,Germany,Gaming,0,4,35.44,2,650,1,0,0,0,0,0,0,Low
T0043166,C00385,2026-01-10 19:56:24.563927,177.58,Credit Card,Desktop,India,Fashion,1,10,154.06,1,904,0,0,1,1,0,0,0,Medium
T0043167,C22685,2025-07-20 19:56:24.563949,32.09,Google Pay,Tablet,Australia,Fashion,1,2,51.04,3,681,1,0,1,0,0,0,1,Medium
T0043168,C27246,2026-02-17 19:56:24.563968,1.52,PayPal,Mobile,Canada,Luxury,1,10,172.05,4,1685,1,0,1,1,0,0,1,High
T0043169,C29466,2025-11-24 19:56:24.563987,61.54,Debit Card,Mobile,Australia,Luxury,0,4,97.83,4,890,0,0,0,0,0,0,0,Low
T0043170,C20509,2025-09-30 19:56:24.564005,147.96,Apple Pay,Desktop,USA,Groceries,0,14,118.9,2,269,1,0,0,1,0,1,1,Medium
T0043171,C26297,2025-12-08 19:56:24.564024,35.02,Credit Card,Tablet,India,Fashion,1,8,74.91,0,176,1,0,1,0,0,0,0,Medium
T0043172,C03084,2025-05-30 19:56:24.564046,51.83,Credit Card,Desktop,UK,Groceries,1,10,176.57,1,900,0,0,1,1,0,0,0,Medium
T0043173,C23595,2025-11-05 19:56:24.564065,2.72,Apple Pay,Mobile,Canada,Luxury,0,13,138.16,1,722,1,0,0,1,1,1,1,Medium
T0043174,C21948,2026-01-19 19:56:24.564083,174.11,Google Pay,Desktop,India,Gaming,0,3,27.83,1,1082,0,1,0,0,0,0,0,Low
T0043175,C26793,2026-04-28 19:56:24.564104,24.44,Debit Card,Desktop,UK,Gaming,0,6,93.25,3,1584,0,0,0,0,0,0,0,Low
T0043176,C22247,2026-03-16 19:56:24.564123,114.97,Apple Pay,Tablet,UK,Fashion,1,13,45.61,0,1342,1,1,1,1,0,1,1,High
T0043177,C26562,2025-10-07 19:56:24.564141,249.96,Credit Card,Mobile,Canada,Groceries,1,5,181.12,4,1058,1,0,1,0,0,0,1,Medium
T0043178,C10062,2025-07-23 19:56:24.564159,426.64,Debit Card,Desktop,USA,Gaming,1,13,144.21,0,1732,0,1,1,1,0,1,1,Medium
T0043179,C20937,2025-12-24 19:56:24.564176,12.98,Apple Pay,Desktop,UK,Travel,1,3,148.29,1,1708,1,0,1,0,0,0,1,Medium
T0043180,C18430,2025-11-28 19:56:24.564194,9.32,Debit Card,Desktop,Canada,Groceries,0,12,27.24,4,869,1,0,0,1,0,1,1,Medium
T0043181,C22953,2026-04-28 19:56:24.564216,90.8,PayPal,Mobile,Germany,Travel,0,12,125.78,3,1412,1,0,0,1,0,1,1,Medium
T0043182,C29239,2025-07-15 19:56:24.564246,333.72,Google Pay,Mobile,USA,Fashion,1,8,57.57,2,249,1,1,1,0,1,0,1,High
T0043183,C14803,2025-06-18 19:56:24.564266,159.98,Google Pay,Desktop,Germany,Gaming,1,11,183.47,2,1667,1,0,1,1,0,1,1,High
T0043184,C11469,2025-11-04 19:56:24.564288,75.25,PayPal,Desktop,USA,Travel,1,2,34.73,3,354,0,1,1,0,0,0,1,Medium
T0043185,C06888,2025-05-11 19:56:24.564308,172.51,Google Pay,Desktop,Canada,Travel,1,7,163.25,3,786,0,0,1,0,0,0,0,Medium
T0043186,C24063,2026-04-26 19:56:24.564348,211.22,Google Pay,Desktop,Germany,Electronics,0,12,166.56,2,109,1,0,0,1,0,1,1,Medium
T0043187,C10005,2025-12-21 19:56:24.564367,150.18,Debit Card,Mobile,Canada,Gaming,0,4,193.46,4,1944,1,0,0,0,1,0,1,Medium
T0043188,C03112,2025-12-08 19:56:24.564386,192.87,PayPal,Desktop,UK,Electronics,0,2,177.27,0,701,0,0,0,0,0,0,0,Low
T0043189,C21297,2025-05-12 19:56:24.564404,216.64,Credit Card,Desktop,Germany,Gaming,0,3,129.78,1,1758,1,0,0,0,0,0,0,Low
T0043190,C20340,2026-04-21 19:56:24.564422,71.15,Apple Pay,Desktop,Australia,Groceries,0,9,79.89,2,255,0,0,0,1,0,0,0,Low
T0043191,C08885,2025-10-16 19:56:24.564442,160.09,PayPal,Tablet,Germany,Gaming,0,11,194.26,2,1580,0,0,0,1,0,1,0,Low
T0043192,C15485,2025-06-24 19:56:24.564460,35.08,PayPal,Desktop,USA,Groceries,0,5,105.58,2,1295,0,0,0,0,0,0,0,Low
T0043193,C20131,2025-06-21 19:56:24.564482,251.15,Debit Card,Tablet,USA,Travel,0,5,127.2,2,556,0,0,0,0,0,0,0,Low
T0043194,C19364,2025-05-07 19:56:24.564502,151.51,Debit Card,Mobile,USA,Fashion,0,4,79.99,0,1698,1,0,0,0,0,0,0,Low
T0043195,C15807,2025-07-23 19:56:24.564523,102.72,Credit Card,Tablet,USA,Electronics,0,9,147.67,2,363,1,0,0,1,0,0,0,Medium
T0043196,C16233,2025-07-31 19:56:24.564541,10.65,Credit Card,Desktop,Germany,Travel,1,8,83.9,2,1282,0,0,1,0,0,0,0,Low
T0043197,C26450,2025-05-26 19:56:24.564559,35.78,PayPal,Mobile,India,Gaming,0,10,52.34,0,297,0,0,0,1,0,0,0,Low
T0043198,C18583,2025-10-10 19:56:24.564577,65.3,PayPal,Tablet,Germany,Luxury,1,5,22.59,3,878,1,1,1,0,0,0,1,High
T0043199,C24042,2025-05-14 19:56:24.564595,90.79,Apple Pay,Desktop,Canada,Groceries,1,4,109.38,2,180,0,0,1,0,0,0,0,Low
T0043200,C25255,2025-05-06 19:56:24.564613,64.71,Credit Card,Mobile,Germany,Fashion,1,1,189.66,0,138,1,0,1,0,0,0,0,Medium
T0043201,C03473,2025-11-26 19:56:24.564631,118.39,Credit Card,Tablet,Germany,Luxury,0,13,132.55,2,1493,0,0,0,1,0,1,0,Low
T0043202,C21842,2025-11-02 19:56:24.564651,401.14,Google Pay,Tablet,Canada,Luxury,0,2,82.62,4,99,0,1,0,0,0,0,0,Medium
T0043203,C13910,2025-10-04 19:56:24.564672,228.07,Credit Card,Tablet,Germany,Electronics,0,12,87.35,3,296,1,1,0,1,0,1,1,High
T0043204,C09377,2025-05-10 19:56:24.564691,30.75,Apple Pay,Mobile,India,Electronics,1,7,101.44,0,11,1,0,1,0,0,0,0,Medium
T0043205,C06291,2026-04-26 19:56:24.564709,102.33,PayPal,Tablet,India,Electronics,1,9,49.07,4,1521,0,1,1,1,0,0,1,High
T0043206,C17298,2026-02-26 19:56:24.564727,44.03,Google Pay,Tablet,Australia,Electronics,0,8,49.15,3,922,1,0,0,0,0,0,0,Medium
T0043207,C04156,2025-07-17 19:56:24.564746,418.84,Debit Card,Mobile,UK,Luxury,0,5,143.39,4,1977,0,1,0,0,1,0,1,Medium
T0043208,C01231,2026-01-01 19:56:24.564765,295.17,PayPal,Desktop,Australia,Groceries,1,4,99.67,0,635,1,1,1,0,0,0,1,Medium
T0043209,C26001,2025-11-08 19:56:24.564783,105.35,Credit Card,Mobile,Australia,Fashion,0,1,22.97,4,1903,1,1,0,0,0,0,1,Medium
T0043210,C24951,2025-06-05 19:56:24.564800,199.39,Google Pay,Desktop,Germany,Travel,1,8,81.68,1,1026,0,1,1,0,0,0,1,Medium
T0043211,C13984,2026-01-04 19:56:24.564827,366.95,Debit Card,Tablet,Australia,Luxury,0,4,75.01,1,776,0,1,0,0,0,0,0,Low
T0043212,C23198,2025-12-07 19:56:24.564855,145.48,Google Pay,Mobile,India,Luxury,0,6,172.27,0,1213,0,0,0,0,0,0,0,Low
T0043213,C24673,2025-09-28 19:56:24.564875,97.48,PayPal,Mobile,India,Gaming,1,8,54.39,4,870,1,0,1,0,1,0,1,High
T0043214,C26689,2025-05-09 19:56:24.564901,174.11,Apple Pay,Tablet,UK,Gaming,0,3,133.67,3,972,1,0,0,0,0,0,0,Medium
T0043215,C25696,2025-09-10 19:56:24.564938,18.76,Google Pay,Mobile,Germany,Luxury,0,1,92.62,2,301,1,0,0,0,0,0,0,Low
T0043216,C18984,2025-05-30 19:56:24.564958,207.04,PayPal,Desktop,Canada,Luxury,1,11,117.48,4,143,1,0,1,1,0,1,1,High
T0043217,C08935,2026-04-17 19:56:24.564976,285.31,Google Pay,Desktop,USA,Electronics,0,1,117.01,2,1283,0,1,0,0,0,0,0,Low
T0043218,C10514,2025-10-02 19:56:24.564994,40.6,Credit Card,Tablet,Germany,Fashion,1,5,115.61,0,1634,1,0,1,0,0,0,0,Medium
T0043219,C04518,2025-08-20 19:56:24.565013,138.35,Google Pay,Desktop,UK,Travel,0,4,78.38,0,1553,1,0,0,0,0,0,0,Low
T0043220,C07107,2025-09-16 19:56:24.565031,43.0,Credit Card,Mobile,USA,Fashion,0,4,117.29,0,1824,1,0,0,0,1,0,0,Low
